frequency_mhz,distance_m,tx_power_dbm,tx_gain_dbi,rx_gain_dbi,tx_height_m,rx_height_m,obstacle_count,humidity_pct,environment,weather_condition,received_power_dbm,signal_level
1819.28,107.89,35.6,14.31,0.86,23.26,1.9,8.0,70.1,Urban,Clear,-85.44,Fair
908.6,687.69,47.56,11.1,3.52,15.61,1.58,7.0,29.1,Urban,Clear,-98.12,Fair
5025.14,1027.86,45.63,16.63,0.05,36.6,2.42,8.0,78.5,Dense Urban,Clear,-138.66,Poor
2597.33,43.91,42.08,9.49,4.33,19.41,1.82,3.0,80.7,Suburban,Clear,-44.56,Excellent
4993.45,33.33,18.92,8.59,4.96,22.14,1.55,2.0,72.2,Indoor,Rain,-104.48,Poor
1783.89,135.6,24.31,13.52,1.6,10.58,1.24,4.0,46.9,Urban,Storm,-97.6,Fair
2083.08,44.99,44.92,13.98,0.66,48.48,1.84,12.0,72.8,Dense Urban,Clear,-84.46,Good
864.17,670.17,21.59,7.67,3.95,43.73,1.4,5.0,52.4,Indoor,Clear,-150.56,Poor
5774.82,249.6,37.32,9.61,4.0,38.63,1.3,3.0,47.5,Suburban,Rain,-77.82,Good
2384.56,1706.03,34.92,5.45,3.91,40.27,1.4,4.0,71.3,Indoor,Clear,-162.04,Poor
2423.15,4450.65,30.04,3.92,3.53,43.26,1.88,6.0,45.4,Urban,Rain,-156.15,Poor
2104.62,104.83,43.07,7.63,3.95,18.84,1.52,4.0,73.9,Suburban,Clear,-52.99,Excellent
872.8,2893.69,17.87,9.88,4.31,28.7,1.75,9.0,73.6,Urban,Storm,-156.07,Poor
5812.26,1251.89,23.01,4.52,0.17,27.52,1.88,1.0,77.4,Suburban,Clear,-113.93,Poor
2100.4,25.26,23.81,4.61,4.96,11.73,1.26,7.0,40.4,Dense Urban,Clear,-95.34,Fair
2621.27,1803.62,24.69,3.98,3.82,34.54,1.92,6.0,67.1,Dense Urban,Clear,-163.68,Poor
710.95,199.33,31.63,16.01,2.72,15.2,1.78,4.0,49.5,Suburban,Clear,-58.73,Excellent
870.27,820.36,33.58,13.11,2.0,32.85,,7.0,97.7,Urban,Clear,-110.53,Poor
4982.34,787.64,46.0,4.33,4.94,39.95,2.11,1.0,29.0,Suburban,Clear,-76.48,Good
685.48,2461.47,30.83,12.58,0.46,14.05,2.12,3.0,58.2,Suburban,Rain,-95.71,Fair
862.13,1133.34,42.09,9.77,3.84,16.95,2.1,3.0,53.6,Urban,Fog,-101.2,Poor
5000.56,1681.26,22.83,11.05,0.68,44.83,1.3,5.0,56.0,Suburban,Fog,-117.77,Poor
1814.85,73.47,18.66,15.26,2.8,39.05,2.38,9.0,29.7,Urban,Clear,-93.38,Fair
900.77,4231.25,32.76,9.62,2.33,41.33,2.25,1.0,40.2,Rural,Clear,-63.98,Excellent
2389.64,610.4,25.57,6.61,0.54,16.2,2.34,6.0,27.5,Urban,Clear,-129.07,Poor
826.22,1225.1,44.82,14.48,0.89,37.41,1.42,4.0,,Suburban,Clear,-69.62,Excellent
682.16,2080.15,31.55,4.55,1.81,15.5,1.96,3.0,48.4,Suburban,Rain,-101.12,Poor
694.05,21.58,30.69,16.8,1.63,26.67,2.41,6.0,98.0,Urban,Clear,-48.44,Excellent
703.09,80.9,45.38,17.06,1.17,11.65,2.41,2.0,72.7,Rural,Clear,-9.75,Excellent
876.32,1803.71,45.8,,,23.09,1.68,3.0,42.2,Urban,Clear,-108.32,Poor
2584.38,3078.94,43.4,14.36,2.97,48.71,2.31,13.0,52.2,Dense Urban,Rain,-168.49,Poor
909.97,1098.18,30.54,16.75,3.58,37.83,1.8,5.0,32.0,Indoor,Clear,-145.77,Poor
679.15,200.33,25.24,16.71,1.62,11.49,1.31,6.0,10.0,Urban,Rain,-92.34,Fair
712.83,47.62,20.86,3.83,3.25,40.69,2.47,9.0,56.1,Dense Urban,Fog,-103.41,Poor
2070.68,261.24,18.85,4.68,3.04,25.56,1.6,3.0,50.8,Indoor,Clear,-143.36,Poor
5009.36,118.11,44.12,9.85,3.52,21.65,1.57,5.0,51.5,Indoor,Fog,-113.09,Poor
1779.79,2456.35,17.38,10.83,4.78,17.67,2.37,6.0,46.5,Urban,Clear,-152.87,Poor
680.82,339.65,29.42,7.51,4.5,26.84,2.17,1.0,45.4,Rural,Fog,-43.66,Excellent
903.53,114.33,36.56,3.23,4.19,20.35,1.67,4.0,65.2,Urban,Clear,-77.17,Good
2092.52,221.5,37.99,8.87,3.55,46.77,2.24,5.0,33.1,Suburban,Clear,-69.2,Excellent
848.28,3308.8,22.66,6.5,1.41,38.04,1.23,4.0,56.9,Indoor,Fog,-181.83,Poor
5788.53,452.03,37.33,9.16,0.73,46.5,1.96,13.0,20.5,Dense Urban,Clear,-150.06,Poor
3527.21,41.5,22.46,,3.47,11.4,1.55,5.0,93.3,Urban,Clear,-93.65,Fair
1787.44,223.71,28.95,8.97,2.95,11.7,1.92,3.0,70.4,Suburban,Clear,-76.44,Good
5802.52,180.63,44.25,11.41,2.84,35.12,1.63,4.0,42.1,Suburban,Clear,-66.17,Excellent
1821.26,68.83,29.71,7.77,3.54,34.63,2.14,2.0,48.2,Suburban,Rain,-57.87,Excellent
859.85,971.07,29.25,5.37,3.14,38.73,2.03,7.0,71.0,Urban,Clear,-119.67,Poor
5789.37,52.98,21.43,8.35,1.15,32.65,2.13,3.0,73.7,Suburban,Rain,-81.16,Good
5803.15,213.49,47.75,6.17,4.57,11.41,2.12,8.0,44.2,Urban,Storm,-108.62,Poor
1774.98,155.01,35.56,3.03,4.4,37.53,2.17,2.0,44.1,Rural,Clear,-42.28,Excellent
2402.74,181.99,40.76,12.14,0.63,43.18,2.48,4.0,43.0,Suburban,Clear,-60.8,Excellent
845.88,338.62,29.85,12.14,2.98,38.07,1.78,3.0,69.7,Indoor,Fog,-123.73,Poor
2615.48,698.55,21.29,7.09,4.55,42.83,2.18,2.0,49.6,Rural,Clear,-68.29,Excellent
2620.87,24.32,21.08,17.35,3.34,27.73,1.49,1.0,65.8,Rural,Clear,-25.63,Excellent
3481.98,60.0,18.44,14.62,2.62,14.17,2.45,3.0,62.9,Urban,Rain,-88.61,Fair
2374.89,1218.61,47.57,16.44,4.57,45.91,2.31,1.0,46.8,Suburban,Clear,-63.46,Excellent
3493.43,2818.24,37.98,,3.86,40.58,1.33,6.0,28.7,Urban,Fog,-137.24,Poor
2402.05,13.2,33.69,10.38,3.29,31.49,2.24,0.0,76.1,Rural,Fog,-11.54,Excellent
4992.61,15.78,42.04,13.06,2.16,15.66,1.96,2.0,57.9,Indoor,Fog,-62.38,Excellent
857.71,3314.2,21.99,11.41,3.88,16.8,1.72,5.0,59.0,Urban,Clear,-143.29,Poor
2100.34,25.08,30.74,12.69,4.35,17.73,1.34,1.0,54.7,Suburban,Rain,-43.68,Excellent
2126.2,4396.14,29.17,8.92,0.82,16.16,2.01,2.0,30.2,Indoor,Rain,-187.39,Poor
2394.56,1719.28,45.78,4.13,,42.82,1.88,10.0,47.0,Dense Urban,Clear,-151.36,Poor
824.95,21.17,42.16,14.99,3.49,27.84,2.29,1.0,60.4,Rural,Clear,2.84,Excellent
1788.12,,43.39,8.2,0.73,21.64,1.72,7.0,44.5,Indoor,Clear,-73.35,Good
5806.35,4342.05,24.48,11.73,4.24,23.43,1.88,0.0,62.5,Rural,Fog,-85.27,Fair
835.36,48.73,36.45,7.9,4.33,20.73,1.76,3.0,52.5,Indoor,Clear,-85.59,Fair
2586.14,284.35,47.27,9.71,0.68,31.21,1.3,0.0,27.5,Rural,Clear,-33.41,Excellent
2590.37,43.41,21.91,12.22,3.66,27.87,1.8,0.0,18.2,Rural,Fog,-34.07,Excellent
2114.77,418.03,39.24,11.26,1.18,45.96,2.44,7.0,63.1,Urban,Fog,-101.34,Poor
726.41,1850.17,28.24,4.25,1.16,16.95,1.22,2.0,39.1,Suburban,Clear,-102.86,Poor
691.02,592.9,42.93,5.77,0.63,44.26,2.16,5.0,49.1,Suburban,Clear,-73.0,Good
881.73,13.36,31.06,4.78,3.44,22.52,1.75,3.0,38.3,Indoor,Fog,-63.14,Excellent
845.24,404.02,41.37,11.21,4.54,49.08,,0.0,75.7,Rural,Clear,-24.17,Excellent
691.11,608.22,21.04,8.31,2.87,37.62,2.09,3.0,27.9,Suburban,Clear,-85.26,Fair
879.4,34.85,45.96,5.94,1.29,47.08,1.68,2.0,73.3,Suburban,Clear,-28.63,Excellent
847.83,1140.07,45.38,2.71,0.95,46.06,2.49,0.0,26.9,Rural,Clear,-40.95,Excellent
5010.76,492.0,36.74,14.28,0.84,29.51,1.87,2.0,66.4,Rural,Clear,-53.64,Excellent
2624.83,10.61,29.29,2.86,1.02,27.15,1.74,2.0,51.8,Suburban,Clear,-43.68,Excellent
707.74,3677.22,23.24,8.09,2.77,16.98,2.45,0.0,56.8,Rural,Rain,-73.7,Good
2584.96,159.44,22.31,9.29,4.97,23.86,1.57,2.0,60.7,Suburban,Rain,-78.88,Good
856.44,42.38,30.88,9.25,4.67,22.11,2.46,7.0,51.5,Urban,Clear,-69.2,Excellent
2094.11,17.09,43.78,4.22,0.47,23.96,2.21,2.0,68.7,Rural,Rain,-21.54,Excellent
695.34,102.46,43.47,13.35,1.01,17.13,1.91,3.0,46.4,Indoor,Rain,-86.6,Fair
728.76,67.71,39.2,5.63,3.41,18.44,1.68,1.0,30.8,Suburban,Rain,-38.42,Excellent
836.72,63.7,46.94,12.07,3.45,42.37,1.29,5.0,45.5,Urban,Clear,-55.21,Excellent
2098.14,1383.01,23.24,8.05,1.05,41.75,2.43,5.0,46.4,Dense Urban,Clear,-157.17,Poor
2079.59,553.76,44.59,10.34,4.78,44.46,2.03,12.0,59.6,Dense Urban,Clear,-128.08,Poor
1780.71,22.86,36.93,9.24,2.93,17.19,1.88,0.0,32.2,Rural,Clear,-16.0,Excellent
2606.21,814.84,21.32,17.28,2.64,48.1,2.05,2.0,73.5,Suburban,Clear,-87.11,Fair
3515.06,896.72,40.19,7.54,4.11,20.0,2.35,7.0,81.5,Dense Urban,Clear,-143.71,Poor
3508.19,244.34,47.23,4.45,1.88,17.77,1.59,4.0,49.1,Indoor,Clear,-127.5,Poor
2389.76,4870.18,30.28,7.77,3.57,15.29,1.87,3.0,66.3,Urban,Storm,-151.38,Poor
2373.58,58.22,23.3,9.98,4.59,15.46,2.26,4.0,96.9,Suburban,Clear,-67.04,Excellent
2098.22,14.38,21.74,3.06,4.75,20.88,2.35,9.0,58.3,Urban,Clear,-79.55,Good
900.26,11.96,36.67,16.7,0.2,49.23,2.12,6.0,29.8,Dense Urban,Storm,-48.15,Excellent
2116.24,73.31,42.63,5.18,0.36,38.82,1.96,2.0,48.4,Suburban,Clear,-50.69,Excellent
708.42,220.73,21.29,16.89,3.54,31.35,1.71,5.0,42.0,Indoor,Clear,-121.17,Poor
5822.28,16.26,43.54,8.47,0.02,23.9,1.52,2.0,59.5,Suburban,Clear,-38.88,Excellent
1816.98,336.57,45.36,10.89,3.32,33.62,2.04,7.0,78.9,Indoor,Clear,-121.31,Poor
3491.95,2700.37,17.87,12.93,4.11,28.8,2.13,10.0,19.4,Dense Urban,Rain,-188.91,Poor
5807.93,1414.84,30.74,3.04,0.45,45.77,1.83,6.0,81.8,Indoor,Clear,-185.64,Poor
2114.84,653.09,22.37,8.62,0.12,20.79,2.43,4.0,60.0,Indoor,Clear,-162.26,Poor
5027.41,610.93,42.2,6.51,2.54,17.58,1.4,1.0,69.1,Rural,Clear,-57.79,Excellent
2095.34,935.53,37.11,4.7,4.94,21.02,1.87,11.0,63.6,Dense Urban,Clear,-149.43,Poor
858.9,215.7,37.13,12.7,2.67,39.94,2.08,1.0,42.4,Suburban,Clear,-48.37,Excellent
693.56,121.46,23.28,4.65,4.88,32.19,2.43,1.0,64.6,Rural,Rain,-38.46,Excellent
864.27,67.24,28.3,11.33,3.51,38.92,1.54,7.0,75.5,Urban,Clear,-75.66,Good
5824.72,18.57,47.63,8.25,1.51,29.69,1.52,3.0,79.6,Urban,Storm,-57.61,Excellent
2125.15,329.05,46.12,17.62,1.21,26.27,1.83,1.0,77.3,Rural,Clear,-31.34,Excellent
1779.43,188.5,20.89,16.51,3.03,20.18,2.11,5.0,45.2,Indoor,Clear,-127.23,Poor
2082.25,20.94,31.82,2.12,1.66,42.25,1.61,3.0,81.5,Indoor,Clear,-82.2,Good
915.3,52.97,40.12,14.97,1.19,24.16,1.86,,76.2,Indoor,Clear,-88.71,Fair
5007.86,1332.41,23.95,4.7,1.97,11.65,1.37,5.0,73.5,Suburban,Clear,-127.99,Poor
5824.31,48.96,45.75,9.53,2.66,21.93,2.41,3.0,31.4,Urban,Rain,-66.22,Excellent
688.83,140.93,31.53,14.99,4.62,16.26,1.46,4.0,44.4,Indoor,Rain,-105.55,Poor
3520.88,27.25,28.8,6.6,4.78,32.34,1.53,3.0,57.9,Urban,Fog,-68.32,Excellent
1811.03,28.73,47.4,13.74,3.65,29.99,1.75,12.0,72.2,Dense Urban,Clear,-70.7,Good
681.73,1099.9,35.42,5.85,1.21,29.18,1.38,2.0,26.1,Rural,Rain,-54.04,Excellent
5777.59,15.13,20.6,15.97,2.3,20.05,2.44,4.0,,Urban,Clear,-67.53,Excellent
712.16,58.79,20.43,9.02,0.49,14.08,2.05,,57.2,Indoor,Fog,-112.58,Poor
879.51,4438.84,45.77,5.19,2.85,14.82,2.06,13.0,33.7,Dense Urban,Clear,-171.12,Poor
717.66,192.5,35.45,2.85,3.2,24.22,1.46,2.0,47.5,Rural,Rain,-40.73,Excellent
2103.43,432.66,45.45,11.7,1.99,35.1,1.64,8.0,52.8,Dense Urban,Fog,-118.51,Poor
2398.61,536.38,47.38,12.93,1.09,10.68,1.45,1.0,14.7,Suburban,Clear,-67.84,Excellent
1786.53,33.84,45.23,12.89,4.94,10.3,1.3,9.0,59.6,Urban,Clear,-58.77,Excellent
729.03,99.28,48.93,9.96,0.2,15.23,1.76,2.0,51.4,Suburban,Storm,-41.18,Excellent
863.33,120.64,46.79,8.44,3.66,30.28,1.8,7.0,24.0,Indoor,Rain,-99.05,Fair
5816.68,41.94,30.38,11.9,3.44,23.32,2.08,5.0,43.0,Indoor,Rain,-108.74,Poor
5016.12,42.81,37.67,2.53,2.8,27.73,1.78,5.0,70.2,Indoor,Clear,-102.03,Poor
5805.04,437.14,45.89,5.83,0.94,22.25,2.49,4.0,47.6,Urban,Clear,-105.6,Poor
2426.38,19.62,46.78,6.09,4.27,37.47,1.83,9.0,54.7,Urban,Fog,-51.56,Excellent
2405.03,22.31,43.13,14.45,3.05,22.14,1.78,0.0,59.9,Rural,Clear,-6.18,Excellent
3501.2,352.63,42.59,9.06,3.39,18.23,1.55,7.0,16.8,Urban,Storm,-110.86,Poor
2586.42,163.21,22.76,2.73,3.54,40.54,2.0,6.0,82.9,Indoor,Clear,-141.51,Poor
2086.9,448.32,30.58,16.32,0.6,48.6,2.26,4.0,63.6,Indoor,Clear,-130.39,Poor
914.21,11.82,41.87,8.17,2.33,32.46,2.46,1.0,62.8,Suburban,Fog,-11.14,Excellent
2090.09,799.0,19.06,3.23,3.95,12.3,1.39,3.0,67.4,Suburban,Fog,-109.03,Poor
713.72,1967.1,19.9,8.7,1.99,42.06,1.24,5.0,52.9,Suburban,Clear,-107.04,Poor
877.16,259.8,42.32,17.19,3.66,27.15,2.47,12.0,54.2,Dense Urban,Storm,-105.87,Poor
3496.36,1859.53,46.89,14.82,1.88,37.71,1.74,6.0,98.0,Urban,Clear,-116.4,Poor
4975.84,119.86,31.01,11.5,4.02,33.33,2.08,4.0,25.8,Suburban,Clear,-72.15,Good
859.99,16.33,46.39,14.15,4.23,30.03,2.43,3.0,66.9,Urban,Clear,-22.34,Excellent
670.57,104.47,30.73,10.26,4.17,24.72,1.23,4.0,33.8,Suburban,Clear,-54.76,Excellent
717.22,160.23,37.18,14.86,3.27,18.3,1.42,6.0,82.6,Urban,Clear,-75.3,Good
3501.54,2168.01,40.31,15.44,2.52,25.41,2.23,3.0,56.4,Suburban,Clear,-91.51,Fair
1799.38,80.06,28.69,7.4,4.27,16.45,2.09,8.0,26.7,Dense Urban,Clear,-106.0,Poor
1804.17,70.87,47.06,9.13,1.9,36.88,1.78,5.0,65.3,Urban,Clear,-64.74,Excellent
700.98,2493.06,44.74,5.62,4.81,13.52,2.45,8.0,76.0,Urban,Fog,-125.34,Poor
5789.43,47.57,44.28,12.96,4.16,38.62,2.06,0.0,61.6,Rural,Clear,-18.63,Excellent
2086.89,541.93,21.37,4.19,1.34,41.93,1.24,7.0,72.5,Indoor,Fog,-170.07,Poor
3494.92,76.13,45.6,9.55,1.88,34.58,1.33,2.0,83.4,Rural,Storm,-32.91,Excellent
3523.69,3697.86,29.11,17.46,4.48,42.96,2.35,0.0,70.6,Rural,Clear,-65.67,Excellent
828.12,32.49,23.01,9.46,1.26,23.76,2.45,0.0,46.3,Rural,Clear,-26.93,Excellent
4989.49,899.27,29.93,3.09,0.41,29.99,1.52,2.0,82.0,Suburban,Clear,-104.48,Poor
2381.54,305.22,30.94,2.29,0.39,30.11,1.49,5.0,64.2,Suburban,Clear,-90.61,Fair
2595.63,4380.29,26.49,17.2,4.33,35.49,1.26,0.0,45.1,Rural,Clear,-66.34,Excellent
878.01,4818.68,41.9,13.31,1.86,28.81,1.35,2.0,63.7,Suburban,Clear,-85.3,Fair
5015.65,1387.29,18.48,13.35,1.06,12.38,1.51,9.0,63.0,Dense Urban,Clear,-179.09,Poor
5776.21,19.02,33.22,7.92,1.34,30.6,2.38,5.0,57.7,Urban,Clear,-68.19,Excellent
2109.92,184.43,22.26,10.02,2.96,11.1,1.38,2.0,28.2,Rural,Fog,-59.05,Excellent
686.06,2024.44,40.75,10.93,2.09,27.46,1.3,9.0,78.8,Dense Urban,Fog,-146.19,Poor
4998.33,528.75,45.42,14.27,0.71,11.29,2.47,5.0,70.1,Suburban,Rain,-86.78,Fair
4982.0,2356.74,29.27,10.15,2.46,29.26,1.34,9.0,43.2,Dense Urban,Clear,-175.56,Poor
2413.81,1437.03,43.68,6.91,3.27,24.86,1.42,5.0,65.1,Suburban,Clear,-95.62,Fair
2426.9,69.93,22.62,10.52,1.97,30.38,1.89,5.0,61.8,Indoor,Clear,-112.93,Poor
883.3,33.61,43.46,12.9,3.08,31.22,1.55,4.0,23.9,Indoor,Clear,-66.3,Excellent
727.19,74.23,37.52,2.93,3.51,41.75,1.74,2.0,53.4,Suburban,Clear,-46.91,Excellent
5789.52,755.67,40.63,9.58,3.25,47.7,1.74,8.0,61.4,Urban,Clear,-124.64,Poor
2103.47,198.78,21.61,7.51,0.71,19.89,1.95,2.0,88.1,Suburban,Clear,-81.23,Good
912.1,13.13,38.02,16.34,2.18,46.49,1.23,8.0,56.9,Urban,Clear,-39.61,Excellent
2581.96,1009.07,42.71,8.21,4.55,25.03,2.25,3.0,89.0,Suburban,Storm,-87.22,Fair
696.69,,36.26,12.06,0.79,16.56,1.66,7.0,49.7,Urban,Rain,-45.31,Excellent
674.07,127.26,19.16,9.29,4.38,34.07,2.5,4.0,50.9,Suburban,Clear,-67.89,Excellent
911.82,176.89,43.36,15.01,2.23,25.67,2.31,6.0,22.3,Urban,Rain,-74.21,Good
2095.0,227.85,35.3,16.88,3.02,22.82,1.22,3.0,54.1,Suburban,Rain,-65.76,Excellent
1823.5,23.74,46.33,3.34,1.57,34.95,2.29,6.0,47.4,Indoor,Fog,-80.35,Good
836.44,1042.95,45.0,2.31,3.64,37.83,1.46,7.0,44.1,Indoor,Clear,-150.57,Poor
1825.42,1960.79,20.43,13.27,0.9,27.88,1.2,4.0,44.8,Urban,Clear,-136.27,Poor
1778.46,764.91,21.98,12.1,3.81,21.1,1.26,4.0,36.1,Urban,Clear,-121.21,Poor
2406.42,3689.02,47.88,10.87,0.71,41.45,2.32,5.0,37.1,Urban,Rain,-126.5,Poor
2388.47,49.54,20.21,8.89,0.86,35.89,1.66,2.0,55.4,Suburban,Rain,-64.61,Excellent
4980.91,27.15,40.67,14.0,0.04,35.19,1.63,1.0,67.7,Suburban,Clear,-33.73,Excellent
4975.64,15.19,18.99,13.26,4.32,46.76,2.24,7.0,82.7,Urban,Clear,-66.98,Excellent
909.34,885.85,31.35,8.67,4.22,49.87,2.49,5.0,62.8,Suburban,Rain,-85.09,Fair
5783.99,27.39,19.55,7.2,1.95,11.86,2.37,3.0,23.6,Suburban,Clear,-72.23,Good
2404.37,3405.05,46.79,17.39,0.02,20.18,2.45,5.0,61.3,Urban,Clear,-123.2,Poor
878.77,412.03,36.41,8.49,4.67,42.43,1.31,3.0,81.7,Urban,Clear,-87.45,Fair
1788.96,1480.26,46.28,5.34,0.86,14.02,1.73,4.0,60.8,Urban,Storm,-122.16,Poor
3472.1,149.02,20.05,17.36,0.75,11.13,1.52,3.0,79.6,Suburban,Clear,-83.24,Good
4978.57,962.34,19.03,13.3,1.06,23.2,2.0,4.0,48.6,Suburban,Clear,-110.5,Poor
1777.16,157.54,37.86,10.93,1.29,41.51,2.46,8.0,43.6,Dense Urban,Clear,-107.25,Poor
847.8,284.52,22.3,14.28,4.66,26.42,2.46,5.0,44.5,Dense Urban,Clear,-111.26,Poor
864.68,1224.26,37.58,5.55,3.14,18.56,2.06,9.0,65.5,Dense Urban,Fog,-144.67,Poor
837.79,43.93,43.16,10.93,1.71,16.81,,4.0,37.0,Urban,Clear,-49.95,Excellent
2578.75,2439.3,28.74,6.38,3.82,32.03,2.34,3.0,49.1,Suburban,Fog,-110.38,Poor
2408.45,857.57,44.41,15.81,3.86,24.06,1.77,1.0,62.9,Suburban,Rain,-69.79,Excellent
2088.07,1034.88,19.23,4.19,1.23,35.18,1.92,8.0,81.9,Urban,Clear,-147.33,Poor
2604.51,43.93,23.84,5.48,0.87,41.71,2.34,5.0,38.3,Indoor,Clear,-111.21,Poor
5026.03,17.51,21.14,5.9,0.76,10.16,1.71,2.0,83.6,Rural,Clear,-52.22,Excellent
3487.48,15.73,31.48,9.0,1.78,22.98,1.69,6.0,84.9,Urban,Fog,-62.98,Excellent
850.75,557.54,31.51,4.13,0.14,31.85,2.28,3.0,33.8,Suburban,Clear,-84.77,Good
2418.41,25.4,38.45,10.71,2.2,37.04,2.33,5.0,45.6,Suburban,Rain,-43.89,Excellent
5011.5,4974.94,18.12,13.72,1.01,22.16,2.19,11.0,43.8,Dense Urban,Storm,-211.37,Poor
3515.09,3924.99,28.71,2.13,3.84,28.95,1.81,3.0,35.2,Urban,Rain,-155.15,Poor
1816.35,11.99,40.94,16.2,1.65,14.22,1.74,7.0,60.2,Urban,Rain,-42.25,Excellent
1802.39,905.54,17.84,15.64,3.25,13.89,1.35,2.0,72.4,Rural,Clear,-69.85,Excellent
5002.16,50.56,45.29,2.81,3.41,44.44,1.62,2.0,56.5,Rural,Clear,-30.27,Excellent
713.13,83.19,21.52,3.09,3.98,31.56,1.5,5.0,54.0,Urban,Clear,-85.59,Fair
2411.86,44.52,44.31,11.18,2.38,28.52,1.44,13.0,87.2,Dense Urban,Clear,-93.52,Fair
860.2,1744.29,42.92,7.02,2.0,27.49,2.18,6.0,44.8,Urban,Clear,-115.49,Poor
4992.93,2583.51,28.88,9.85,1.29,48.13,2.06,4.0,57.8,Urban,Rain,-147.32,Poor
719.71,12.85,23.39,11.08,0.05,26.9,1.29,3.0,53.1,Indoor,Clear,-63.56,Excellent
684.17,53.56,29.59,12.2,0.79,20.42,1.41,3.0,40.9,Suburban,Clear,-44.38,Excellent
1779.34,162.56,37.67,13.71,1.11,13.83,1.67,9.0,39.3,Urban,Rain,-98.77,Fair
890.71,256.08,28.83,15.71,3.29,42.14,1.77,11.0,61.4,Dense Urban,Clear,-116.71,Poor
2085.23,17.24,34.51,11.71,3.96,47.79,2.31,5.0,87.3,Indoor,Clear,-70.58,Good
909.79,1738.69,41.91,3.68,2.29,47.17,1.25,6.0,64.0,Dense Urban,Clear,-139.99,Poor
1783.86,3317.29,44.92,4.18,4.11,16.78,1.49,4.0,34.8,Urban,Clear,-129.62,Poor
2409.39,122.27,28.91,11.82,1.87,35.76,2.35,9.0,41.2,Urban,Clear,-98.41,Fair
2400.79,2058.97,43.6,13.34,3.27,31.28,1.68,6.0,59.0,Dense Urban,Clear,-142.32,Poor
5779.15,669.05,23.2,14.07,2.79,26.32,1.49,3.0,42.0,Suburban,Fog,-98.67,Fair
2085.5,395.46,45.49,10.3,0.75,42.56,1.96,12.0,61.8,Dense Urban,Clear,-126.16,Poor
2401.3,1624.02,17.69,11.61,2.31,45.96,2.45,3.0,66.1,Urban,Clear,-135.25,Poor
2613.99,189.1,37.16,17.59,4.84,15.44,2.41,4.0,48.0,Suburban,Clear,-62.29,Excellent
843.9,300.79,44.14,7.57,0.75,10.21,1.88,4.0,10.9,Suburban,Clear,-63.08,Excellent
2583.97,55.12,21.8,5.43,2.03,17.81,1.33,4.0,54.3,Indoor,Rain,-119.88,Poor
4987.7,835.92,26.37,17.5,1.66,42.38,1.39,8.0,75.0,Urban,Clear,-132.68,Poor
1775.71,26.87,21.9,16.7,3.73,46.65,1.61,5.0,63.3,Indoor,Fog,-87.58,Fair
821.51,45.32,40.94,2.11,0.19,37.22,2.32,5.0,86.3,,Clear,-88.82,Fair
1828.39,197.38,,8.43,2.27,10.7,2.24,9.0,70.5,Urban,Clear,-109.62,Poor
875.78,109.63,22.08,13.76,1.32,33.14,2.47,2.0,45.2,Rural,Rain,-40.85,Excellent
2377.49,44.32,18.91,4.84,1.49,26.81,1.86,3.0,44.0,Indoor,Fog,-111.78,Poor
5022.26,32.95,19.29,2.51,2.04,41.25,1.95,12.0,49.7,Dense Urban,Clear,-122.4,Poor
2409.81,2106.37,18.76,2.58,1.46,40.11,1.61,2.0,47.2,Suburban,Rain,-124.34,Poor
846.16,393.29,32.44,11.04,2.84,17.95,1.86,,59.0,Urban,Clear,-104.77,Poor
1808.94,104.37,19.55,5.68,1.44,22.66,2.14,0.0,32.1,Rural,Clear,-52.77,Excellent
2626.1,1917.5,22.17,6.13,4.59,18.64,1.25,7.0,40.4,Indoor,Clear,-193.64,Poor
1775.96,1686.88,28.7,2.24,2.24,31.13,2.35,4.0,48.8,Indoor,Rain,-177.67,Poor
2384.62,19.92,27.42,13.61,0.78,13.27,2.0,2.0,55.4,Rural,Clear,-31.43,Excellent
2621.62,339.69,38.65,15.5,1.45,33.76,1.61,13.0,70.9,Dense Urban,Clear,-130.99,Poor
1816.84,66.81,27.3,13.74,3.99,29.15,1.62,3.0,46.0,Urban,Fog,-69.53,Excellent
2629.66,288.2,45.31,4.18,0.54,32.43,2.49,2.0,12.4,Rural,Clear,-42.58,Excellent
1788.83,866.68,29.88,17.32,1.9,43.54,1.59,9.0,74.9,Urban,Rain,-121.4,Poor
876.69,10.54,28.87,17.39,4.74,29.5,1.93,9.0,49.8,Dense Urban,Clear,-54.87,Excellent
1790.62,243.28,27.4,6.15,0.01,41.48,1.67,8.0,50.6,Urban,Clear,-112.29,Poor
2112.91,61.29,19.75,17.73,4.86,47.42,1.92,2.0,70.4,Rural,Clear,-33.62,Excellent
722.96,276.24,41.86,9.11,1.8,13.64,1.75,6.0,77.0,Indoor,Clear,-122.06,Poor
4980.25,19.79,38.21,2.67,1.06,13.08,1.83,6.0,63.4,Urban,Clear,-75.3,Good
2382.34,1609.12,30.77,11.21,,17.38,1.3,7.0,55.5,Indoor,Storm,-178.38,Poor
704.86,293.32,32.92,10.43,2.35,39.09,1.28,1.0,50.1,Suburban,Rain,-61.95,Excellent
5020.63,37.12,37.16,15.73,0.53,35.46,2.31,5.0,34.5,Urban,Rain,-66.71,Excellent
4974.74,1194.97,46.88,7.69,3.33,34.11,2.3,3.0,60.2,Urban,Clear,-110.89,Poor
